id,title,body,labels,milestone
E2-F4-I3,E2-F4-I3: Provide team management dashboards,"### Summary
Provide team management dashboards. Filament dashboard lists team workloads and reassignment controls. API endpoints expose team queues for agent workspace. UI tests verify dashboard permissions and data accuracy.

### Scope
- [ ] Filament dashboard lists team workloads and reassignment controls.
- [ ] API endpoints expose team queues for agent workspace.
- [ ] UI tests verify dashboard permissions and data accuracy.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F4-I2",epic:ContactAccess;type:Implementation;priority:P1;area:Frontend,Week 4
E2-F5-I1,E2-F5-I1: Extend ticket participant schema,"### Summary
Extend ticket participant schema. Create pivot tables linking tickets to watcher users/contacts with tenant scope. Default watchers seeded from team membership where configured. Tests ensure watchers retrieve correctly via API.

### Scope
- [ ] Create pivot tables linking tickets to watcher users/contacts with tenant scope.
- [ ] Default watchers seeded from team membership where configured.
- [ ] Tests ensure watchers retrieve correctly via API.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E1-F3-I1, E2-F1-I1",epic:ContactAccess;type:Implementation;priority:P1;area:Backend,Week 3
E2-F5-I2,E2-F5-I2: Implement watcher notification preferences,"### Summary
Implement watcher notification preferences. Store per-watcher preferences for email and real-time notifications. Integrate with broadcast events to honor preferences. Tests cover toggling preferences and verifying event delivery suppression.

### Scope
- [ ] Store per-watcher preferences for email and real-time notifications.
- [ ] Integrate with broadcast events to honor preferences.
- [ ] Tests cover toggling preferences and verifying event delivery suppression.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F5-I1, E1-F8-I2",epic:ContactAccess;type:Implementation;priority:P1;area:Backend,Week 4
E2-F5-I3,E2-F5-I3: Expose watcher management UI & API,"### Summary
Expose watcher management UI & API. Agent UI and API endpoints allow adding/removing watchers with RBAC checks. Display watcher list with preference indicators in ticket view. Feature tests validate permission enforcement.

### Scope
- [ ] Agent UI and API endpoints allow adding/removing watchers with RBAC checks.
- [ ] Display watcher list with preference indicators in ticket view.
- [ ] Feature tests validate permission enforcement.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F5-I2, E2-F3-I3",epic:ContactAccess;type:Implementation;priority:P1;area:Frontend,Week 4
E2-F6-I1,E2-F6-I1: Define audit log taxonomy & retention,"### Summary
Define audit log taxonomy & retention. Catalog auditable events across ticketing, contact, and security domains. Establish retention durations and purge strategy meeting compliance. Obtain approval from security officer and document in knowledge base.

### Scope
- [ ] Catalog auditable events across ticketing, contact, and security domains.
- [ ] Establish retention durations and purge strategy meeting compliance.
- [ ] Obtain approval from security officer and document in knowledge base.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None",epic:ContactAccess;type:Analysis;priority:P1;area:Architecture,Week 2
E2-F6-I2,E2-F6-I2: Implement audit logging pipeline,"### Summary
Implement audit logging pipeline. Create models/migrations for audit entries keyed to tenant and actor. Hook lifecycle events (ticket create/update, role change, contact edits) to logging service. Tests confirm entries written with correct metadata.

### Scope
- [ ] Create models/migrations for audit entries keyed to tenant and actor.
- [ ] Hook lifecycle events (ticket create/update, role change, contact edits) to logging service.
- [ ] Tests confirm entries written with correct metadata.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F6-I1",epic:ContactAccess;type:Implementation;priority:P0;area:Backend,Week 3
E2-F6-I3,E2-F6-I3: Deliver org-level audit log views,"### Summary
Deliver org-level audit log views. Admin UI lists audit events with filtering by date, actor, module. Provide CSV export for compliance teams. UI tests verify filtering and export permissions.

### Scope
- [ ] Admin UI lists audit events with filtering by date, actor, module.
- [ ] Provide CSV export for compliance teams.
- [ ] UI tests verify filtering and export permissions.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F6-I2",epic:ContactAccess;type:Implementation;priority:P1;area:Frontend,Week 4
E2-F7-I1,E2-F7-I1: Draft GDPR anonymization playbook,"### Summary
Draft GDPR anonymization playbook. Map personal data fields across modules to anonymization/deletion strategies. Document legal hold scenarios and approval workflow. Receive compliance officer approval recorded in repository.

### Scope
- [ ] Map personal data fields across modules to anonymization/deletion strategies.
- [ ] Document legal hold scenarios and approval workflow.
- [ ] Receive compliance officer approval recorded in repository.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F6-I1",epic:ContactAccess;type:Analysis;priority:P0;area:Compliance,Week 3
E2-F7-I2,E2-F7-I2: Implement anonymization job for PII,"### Summary
Implement anonymization job for PII. Queue job scrubs personal data from contacts/tickets per policy with retention overrides. Audit entries record anonymization actions per tenant. Automated tests validate anonymization across linked records.

### Scope
- [ ] Queue job scrubs personal data from contacts/tickets per policy with retention overrides.
- [ ] Audit entries record anonymization actions per tenant.
- [ ] Automated tests validate anonymization across linked records.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F7-I1, E2-F6-I2",epic:ContactAccess;type:Implementation;priority:P0;area:Backend,Week 4
E2-F7-I3,E2-F7-I3: Build deletion request workflow,"### Summary
Build deletion request workflow. Customer portal form logs deletion requests with approval status tracking. Admin review process triggers anonymization job upon approval and records audit trail. Notifications dispatched to requester once processed.

### Scope
- [ ] Customer portal form logs deletion requests with approval status tracking.
- [ ] Admin review process triggers anonymization job upon approval and records audit trail.
- [ ] Notifications dispatched to requester once processed.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F7-I2, E2-F6-I3",epic:ContactAccess;type:Implementation;priority:P1;area:Backend,Week 4
E3-F1-I1,E3-F1-I1: Blueprint knowledge base taxonomy,"### Summary
Blueprint knowledge base taxonomy. Produce ERD covering categories, articles, attachments, and tenant scoping. Define ordering, nesting limits, and orphan handling rules. Secure sign-off from product and content leads with ADR stored in repo.

### Scope
- [ ] Produce ERD covering categories, articles, attachments, and tenant scoping.
- [ ] Define ordering, nesting limits, and orphan handling rules.
- [ ] Secure sign-off from product and content leads with ADR stored in repo.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None",epic:KnowledgeBase;type:Analysis;priority:P0;area:Architecture,Week 1
E3-F1-I2,E3-F1-I2: Implement KB schema & models,"### Summary
Implement KB schema & models. Create migrations/models for categories, articles, revisions, and tenant relations. Add policies ensuring tenant-restricted CRUD access. Unit tests cover hierarchy creation, reparenting, and soft deletes.

### Scope
- [ ] Create migrations/models for categories, articles, revisions, and tenant relations.
- [ ] Add policies ensuring tenant-restricted CRUD access.
- [ ] Unit tests cover hierarchy creation, reparenting, and soft deletes.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F1-I1",epic:KnowledgeBase;type:Implementation;priority:P0;area:Backend,Week 2
E3-F1-I3,E3-F1-I3: Build Filament management UI,"### Summary
Build Filament management UI. Filament resources allow admins to manage categories and articles with drag/drop ordering. Enforce RBAC via Spatie so only permitted roles access KB management. Browser test confirms creation and rearrangement persists.

### Scope
- [ ] Filament resources allow admins to manage categories and articles with drag/drop ordering.
- [ ] Enforce RBAC via Spatie so only permitted roles access KB management.
- [ ] Browser test confirms creation and rearrangement persists.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F1-I2, E2-F3-I3",epic:KnowledgeBase;type:Implementation;priority:P1;area:Frontend,Week 3
E3-F2-I1,E3-F2-I1: Evaluate editor requirements & compliance,"### Summary
Evaluate editor requirements & compliance. Compare top Laravel-friendly editors for accessibility, localization, and media controls. Document data retention/PII implications and required sanitization rules. Capture decision in ADR approved by security and content stakeholders.

### Scope
- [ ] Compare top Laravel-friendly editors for accessibility, localization, and media controls.
- [ ] Document data retention/PII implications and required sanitization rules.
- [ ] Capture decision in ADR approved by security and content stakeholders.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F1-I1",epic:KnowledgeBase;type:Analysis;priority:P1;area:Product,Week 1
E3-F2-I2,E3-F2-I2: Integrate editor into article forms,"### Summary
Integrate editor into article forms. Embed chosen editor with server-side sanitization and validation hooks. Support image/file uploads stored per-tenant with signed URLs. Feature tests ensure content persists with formatting and media references.

### Scope
- [ ] Embed chosen editor with server-side sanitization and validation hooks.
- [ ] Support image/file uploads stored per-tenant with signed URLs.
- [ ] Feature tests ensure content persists with formatting and media references.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F2-I1, E3-F1-I2",epic:KnowledgeBase;type:Implementation;priority:P0;area:Frontend,Week 2
E3-F2-I3,E3-F2-I3: Implement media lifecycle management,"### Summary
Implement media lifecycle management. Schedule cleanup job for orphaned media respecting retention policy. Generate responsive renditions and alt-text prompts for uploads. Tests verify cleanup skips referenced assets and logs actions.

### Scope
- [ ] Schedule cleanup job for orphaned media respecting retention policy.
- [ ] Generate responsive renditions and alt-text prompts for uploads.
- [ ] Tests verify cleanup skips referenced assets and logs actions.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F2-I2",epic:KnowledgeBase;type:Implementation;priority:P1;area:Backend,Week 3
E3-F3-I1,E3-F3-I1: Define slugging & routing strategy,"### Summary
Define slugging & routing strategy. Specify slug pattern including locale, category path, and uniqueness handling. Outline redirect policy for slug changes with audit considerations. Document caching approach for public KB routes.

### Scope
- [ ] Specify slug pattern including locale, category path, and uniqueness handling.
- [ ] Outline redirect policy for slug changes with audit considerations.
- [ ] Document caching approach for public KB routes.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F1-I1",epic:KnowledgeBase;type:Analysis;priority:P1;area:Architecture,Week 1
E3-F3-I2,E3-F3-I2: Implement slug generation & resolution,"### Summary
Implement slug generation & resolution. Add observers ensuring unique slugs per tenant and locale. Update routing to resolve nested slugs with fallback redirects. Automated tests cover creation, updates, and redirect responses.

### Scope
- [ ] Add observers ensuring unique slugs per tenant and locale.
- [ ] Update routing to resolve nested slugs with fallback redirects.
- [ ] Automated tests cover creation, updates, and redirect responses.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F3-I1, E3-F1-I2",epic:KnowledgeBase;type:Implementation;priority:P1;area:Backend,Week 2
E3-F3-I3,E3-F3-I3: Deliver SEO metadata enhancements,"### Summary
Deliver SEO metadata enhancements. Inject canonical tags, structured data, and OpenGraph metadata per article. Generate sitemap including categories and localized articles. Cypress test verifies metadata output for sample articles.

### Scope
- [ ] Inject canonical tags, structured data, and OpenGraph metadata per article.
- [ ] Generate sitemap including categories and localized articles.
- [ ] Cypress test verifies metadata output for sample articles.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F3-I2",epic:KnowledgeBase;type:Implementation;priority:P1;area:Frontend,Week 3
E3-F4-I1,E3-F4-I1: Design feedback capture metrics,"### Summary
Design feedback capture metrics. Define helpfulness scale, response throttling, and anonymity rules. Determine storage schema linking feedback to tenant, article, and locale. Secure approval from analytics and compliance reviewers.

### Scope
- [ ] Define helpfulness scale, response throttling, and anonymity rules.
- [ ] Determine storage schema linking feedback to tenant, article, and locale.
- [ ] Secure approval from analytics and compliance reviewers.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F1-I1",epic:KnowledgeBase;type:Analysis;priority:P1;area:Product,Week 2
E3-F4-I2,E3-F4-I2: Implement feedback API & storage,"### Summary
Implement feedback API & storage. Build endpoints capturing votes with bot and duplicate protection. Persist feedback with timestamps and optional comment field. Feature tests validate rate limiting and tenant scoping.

### Scope
- [ ] Build endpoints capturing votes with bot and duplicate protection.
- [ ] Persist feedback with timestamps and optional comment field.
- [ ] Feature tests validate rate limiting and tenant scoping.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F4-I1, E3-F1-I2",epic:KnowledgeBase;type:Implementation;priority:P1;area:Backend,Week 3
E3-F4-I3,E3-F4-I3: Surface feedback insights in UI,"### Summary
Surface feedback insights in UI. Public KB shows “Was this helpful?” widget with optimistic updates. Admin dashboard lists feedback metrics with filters by category and locale. UI tests confirm vote state, error handling, and analytics display.

### Scope
- [ ] Public KB shows “Was this helpful?” widget with optimistic updates.
- [ ] Admin dashboard lists feedback metrics with filters by category and locale.
- [ ] UI tests confirm vote state, error handling, and analytics display.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F4-I2",epic:KnowledgeBase;type:Implementation;priority:P1;area:Frontend,Week 4
E3-F5-I1,E3-F5-I1: Document localization governance,"### Summary
Document localization governance. Specify supported locales per tenant, fallback rules, and translation workflow. Identify compliance requirements for localized content storage. Publish governance guide approved by localization lead.

### Scope
- [ ] Specify supported locales per tenant, fallback rules, and translation workflow.
- [ ] Identify compliance requirements for localized content storage.
- [ ] Publish governance guide approved by localization lead.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F1-I1",epic:KnowledgeBase;type:Analysis;priority:P0;area:Architecture,Week 2
E3-F5-I2,E3-F5-I2: Implement translation storage & APIs,"### Summary
Implement translation storage & APIs. Extend article schema with locale-specific bodies, metadata, and status flags. APIs expose locale filters and fallback logic for portals. Tests confirm fallback to default locale and proper cache invalidation.

### Scope
- [ ] Extend article schema with locale-specific bodies, metadata, and status flags.
- [ ] APIs expose locale filters and fallback logic for portals.
- [ ] Tests confirm fallback to default locale and proper cache invalidation.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F5-I1, E3-F1-I2",epic:KnowledgeBase;type:Implementation;priority:P0;area:Backend,Week 3
E3-F5-I3,E3-F5-I3: Provide translation workflow UI,"### Summary
Provide translation workflow UI. Admin UI supports translation assignment, status tracking, and side-by-side editing. Integrate WYSIWYG editor with locale switcher and glossary hints. Browser tests ensure translators only edit permitted locales.

### Scope
- [ ] Admin UI supports translation assignment, status tracking, and side-by-side editing.
- [ ] Integrate WYSIWYG editor with locale switcher and glossary hints.
- [ ] Browser tests ensure translators only edit permitted locales.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F5-I2, E3-F2-I2",epic:KnowledgeBase;type:Implementation;priority:P1;area:Frontend,Week 4
E3-F6-I1,E3-F6-I1: Plan Meilisearch deployment,"### Summary
Plan Meilisearch deployment. Document cluster sizing, failover, and security controls for Meilisearch. Define sync cadence and index naming conventions per tenant. Capture cost estimate and obtain DevOps approval.

### Scope
- [ ] Document cluster sizing, failover, and security controls for Meilisearch.
- [ ] Define sync cadence and index naming conventions per tenant.
- [ ] Capture cost estimate and obtain DevOps approval.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F1-I1",epic:KnowledgeBase;type:Analysis;priority:P1;area:DevOps,Week 2
E3-F6-I2,E3-F6-I2: Index KB content with Scout,"### Summary
Index KB content with Scout. Configure Laravel Scout with per-tenant filters and locale awareness. Implement incremental indexing on article publish/update events. Tests verify index payloads and search responses for sample tenants.

### Scope
- [ ] Configure Laravel Scout with per-tenant filters and locale awareness.
- [ ] Implement incremental indexing on article publish/update events.
- [ ] Tests verify index payloads and search responses for sample tenants.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F6-I1, E3-F1-I2",epic:KnowledgeBase;type:Implementation;priority:P0;area:Backend,Week 3
E3-F6-I3,E3-F6-I3: Deliver unified KB search experience,"### Summary
Deliver unified KB search experience. Customer portal offers predictive search with typo tolerance and locale filters. Analytics capture top queries and zero-result events for reporting. Cypress test validates search suggestions and result relevance.

### Scope
- [ ] Customer portal offers predictive search with typo tolerance and locale filters.
- [ ] Analytics capture top queries and zero-result events for reporting.
- [ ] Cypress test validates search suggestions and result relevance.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E3-F6-I2",epic:KnowledgeBase;type:Implementation;priority:P1;area:Frontend,Week 4
E4-F1-I1,E4-F1-I1: Document automation triggers & payloads,"### Summary
Document automation triggers & payloads. Catalog supported events (ticket.created, message.sent, SLA triggers) with payload schemas. Define guardrails for recursive execution and rate limiting. Publish event reference approved by platform architects.

### Scope
- [ ] Catalog supported events (ticket.created, message.sent, SLA triggers) with payload schemas.
- [ ] Define guardrails for recursive execution and rate limiting.
- [ ] Publish event reference approved by platform architects.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E1-F8-I1",epic:AutomationSLA;type:Analysis;priority:P0;area:Architecture,Week 1
E4-F1-I2,E4-F1-I2: Implement automation rule engine,"### Summary
Implement automation rule engine. Create rule definitions with conditions, actions, and tenant scoping. Execute rules asynchronously with idempotency safeguards. PHPUnit suite covers matching logic, action execution, and failure reporting.

### Scope
- [ ] Create rule definitions with conditions, actions, and tenant scoping.
- [ ] Execute rules asynchronously with idempotency safeguards.
- [ ] PHPUnit suite covers matching logic, action execution, and failure reporting.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F1-I1, E1-F3-I2",epic:AutomationSLA;type:Implementation;priority:P0;area:Backend,Week 2
E4-F1-I3,E4-F1-I3: Build rule designer UI,"### Summary
Build rule designer UI. Admin UI allows drag-and-drop condition/action composition with validation. Integrate preview/simulation mode logging potential actions. Browser tests ensure RBAC enforcement and rule persistence.

### Scope
- [ ] Admin UI allows drag-and-drop condition/action composition with validation.
- [ ] Integrate preview/simulation mode logging potential actions.
- [ ] Browser tests ensure RBAC enforcement and rule persistence.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F1-I2, E2-F3-I3",epic:AutomationSLA;type:Implementation;priority:P1;area:Frontend,Week 3
E4-F2-I1,E4-F2-I1: Outline macro governance & library,"### Summary
Outline macro governance & library. Define macro types (response, workflow) and publishing workflow. Document versioning and localization expectations. Obtain approvals from support enablement and compliance teams.

### Scope
- [ ] Define macro types (response, workflow) and publishing workflow.
- [ ] Document versioning and localization expectations.
- [ ] Obtain approvals from support enablement and compliance teams.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F1-I1",epic:AutomationSLA;type:Analysis;priority:P1;area:Product,Week 2
E4-F2-I2,E4-F2-I2: Implement macro execution service,"### Summary
Implement macro execution service. Persist macros with parameter placeholders and role restrictions. Allow execution from tickets with audit entries and undo support. Tests cover placeholder resolution, authorization, and rollback path.

### Scope
- [ ] Persist macros with parameter placeholders and role restrictions.
- [ ] Allow execution from tickets with audit entries and undo support.
- [ ] Tests cover placeholder resolution, authorization, and rollback path.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F2-I1, E4-F1-I2",epic:AutomationSLA;type:Implementation;priority:P1;area:Backend,Week 3
E4-F2-I3,E4-F2-I3: Deliver macro management UI,"### Summary
Deliver macro management UI. Admin interface supports macro CRUD, preview, and publishing workflow. Agent workspace exposes macro picker with search and filters. UI tests verify permissions and execution telemetry capture.

### Scope
- [ ] Admin interface supports macro CRUD, preview, and publishing workflow.
- [ ] Agent workspace exposes macro picker with search and filters.
- [ ] UI tests verify permissions and execution telemetry capture.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F2-I2, E2-F3-I3",epic:AutomationSLA;type:Implementation;priority:P1;area:Frontend,Week 4
E4-F3-I1,E4-F3-I1: Define SLA policy schema,"### Summary
Define SLA policy schema. Document SLA targets for first response/resolution with tenant overrides. Specify calendar/business hour integration requirements. Secure sign-off from customer success leadership.

### Scope
- [ ] Document SLA targets for first response/resolution with tenant overrides.
- [ ] Specify calendar/business hour integration requirements.
- [ ] Secure sign-off from customer success leadership.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E1-F3-I1",epic:AutomationSLA;type:Analysis;priority:P0;area:Architecture,Week 1
E4-F3-I2,E4-F3-I2: Implement SLA tracking engine,"### Summary
Implement SLA tracking engine. Track SLA timers per ticket with pause/resume on status changes. Persist milestone timestamps and remaining time calculations. Unit tests validate timer lifecycle across workflows.

### Scope
- [ ] Track SLA timers per ticket with pause/resume on status changes.
- [ ] Persist milestone timestamps and remaining time calculations.
- [ ] Unit tests validate timer lifecycle across workflows.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F3-I1, E1-F3-I2",epic:AutomationSLA;type:Implementation;priority:P0;area:Backend,Week 2
